corpus_index,feed_id,provider,country,url,download_status,zip_bytes,sha256,analyzer_state,analyzer_exit,analyzer_notices,analyzer_wall_s,analyzer_rss_kb,md_state,md_exit,md_notices,md_groups,md_wall_s,md_rss_kb,md_validation_s
2177,mdb-3404,KentKart Canakkale - Third party generated from KentKart,TR,https://files.mobilitydatabase.org/mdb-3404/latest.zip,ok,191033,6356fe8489bb3089621834a1f865e168916bbb08a6c080a4d3822440d26d0208,completed,1,4977,0.05,25828,completed,0,3244,12,2.46,431212,0.621000926
2178,mdb-3405,KentKart Burdur - Third party generated from KentKart,TR,https://files.mobilitydatabase.org/mdb-3405/latest.zip,ok,145842,10c0cf8823c4d5f381a4c4de12b95ce083bf64d4de8a54f16e0a140b064db388,completed,1,1254,0.04,14944,completed,0,760,4,2.6,325388,0.510816201
2179,mdb-3406,KentKart Antalya - Third party generated from KentKart,TR,https://files.mobilitydatabase.org/mdb-3406/latest.zip,ok,8974140,541d38b730f659dd28e57597f2604419f65551d0dfd095fdc94fe28dac7ea182,completed,1,29076,1.72,281268,completed,0,24372,6,7.43,1391224,4.334111349
2180,mdb-3407,KentKart Adana - Third party generated from KentKart,TR,https://files.mobilitydatabase.org/mdb-3407/latest.zip,ok,6082588,8cd180b2abeef0c0532bcc6b97fd8526f690513743ef3beb3aad0eff1af27f0f,completed,1,52076,1.74,302820,completed,0,33971,5,7.21,1330568,3.757844332
2181,mdb-3408,JAX Mass Transit District,US,https://files.mobilitydatabase.org/mdb-3408/latest.zip,ok,46434,952cb7ecce340d0760916ceb878bd4a77153368882d072f82f0182e5aab83e80,completed,1,87,0.01,8396,completed,0,53,5,2.47,320220,0.461484527
2182,mdb-3409,Singapore typical weekday,MY,https://files.mobilitydatabase.org/mdb-3409/latest.zip,ok,348712,d92173127e9a5cbf8ecb5b4d50ab03f68deb7f8ddff73648b8ffb33c70ab4801,completed,1,6922,0.12,50376,completed,0,11,5,2.41,373332,0.874946997
2183,mdb-341,Hernando County Transit (TheBus),US,https://files.mobilitydatabase.org/mdb-341/latest.zip,ok,109342,98d53ab6bcf849e3e5b3400a3a20e34ba272afc7394b72daa7e7dea0ec4794d6,completed,1,201,0.01,10060,completed,0,14,7,1.8,323260,0.419762538
2184,mdb-3412,Transportes Metropolitanos de Lisboa (TML),PT,https://files.mobilitydatabase.org/mdb-3412/latest.zip,ok,105141468,3d9b4d2ec5bd6329946769925ec45e04070108bc4aa98ee73174e091d4014e98,completed,1,200111,28.31,2109952,completed,0,192211,23,59.39,7422676,52.394058239
2185,mdb-3416,Boston Harbor Island National Recreation Area,US,https://files.mobilitydatabase.org/mdb-3416/latest.zip,ok,3697,38a8a9c298b1e77ed0943172dc549834bbdc7acd102d72370246328c5d7a9236,completed,1,50,0.0,7560,completed,0,0,0,1.45,312472,0.168650605
2186,mdb-3419,El Paso Transportation Authority,US,https://files.mobilitydatabase.org/mdb-3419/latest.zip,ok,80808,115ae8e1e310b07baddd98e483ebf4577cb8631907c1902847cdffc455ba649e,completed,1,328,0.02,10444,completed,0,2,1,2.37,322948,0.559500813
2187,mdb-342,LakeXpress,US,https://files.mobilitydatabase.org/mdb-342/latest.zip,ok,419429,4ac31e4ba612df4fb17d78351ac725ef4cc893effea7b90da55830fa25872035,completed,1,657,0.01,10924,completed,0,8,4,1.57,272672,0.088520751
2188,mdb-3425,Mahu City Express,NZ,https://files.mobilitydatabase.org/mdb-3425/latest.zip,ok,16973,6aaa2508b5fba5000141400367f5de7b7bce07933d00445c798c9a2b56595be2,completed,1,53,0.0,7820,completed,0,4,1,2.15,327196,0.327790658
2189,mdb-3426,Vapi City Bus Service,IN,https://files.mobilitydatabase.org/mdb-3426/latest.zip,ok,60982,15a23a926d65ea7a36e5055d048862a087f5800db40ee27f1ae6f3cb3fcdbb69,completed,1,138,0.01,9316,completed,0,35,2,2.3,324116,0.464294809
2190,mdb-3427,Turistička agencija Li-Bus d.o.o. (Livnobus),BA,https://files.mobilitydatabase.org/mdb-3427/latest.zip,ok,986922,1e7e7cef0ad0cd5e430fecd6d5a45702599fbf244aa9e023c3baf60fadbbfc3c,completed,1,169,0.16,25108,completed,0,8,3,2.78,407864,0.877098844
2191,mdb-343,SunTran,US,https://files.mobilitydatabase.org/mdb-343/latest.zip,ok,148102,efc50d8dd910896112db32a61f544ee3d89d82ade2eb1bfdd1035b21dfc00203,completed,1,162,0.03,10496,completed,0,52,7,2.38,315380,0.552377058
2192,mdb-3432,Manchester Transit Authority,US,https://files.mobilitydatabase.org/mdb-3432/latest.zip,ok,294064,c8d565a4e3fb20e9248c603c9f60ac4045e620d0f2d30a5b008a6d498c67d894,completed,1,607,0.07,15708,completed,0,1,1,2.81,334080,0.95743626
2193,mdb-3434,Birmingham Jefferson County Transit Authority (MAX),US,https://files.mobilitydatabase.org/mdb-3434/latest.zip,ok,1061831,7e165dd9fb219314122c48b635999aeda9198215cf5f71558762addb0f627de2,completed,1,1809,0.13,24888,completed,0,1519,4,2.61,525200,1.020658035
2194,mdb-344,StarMetro,US,https://files.mobilitydatabase.org/mdb-344/latest.zip,ok,1301849,cca38c6c6d9dd48286b8b2501ec4423ac165f53caa31823e281e78858e523db8,completed,1,566,0.2,26044,completed,0,101,8,3.63,451828,1.579875187
2195,mdb-345,Gainesville Regional Transit System,US,https://files.mobilitydatabase.org/mdb-345/latest.zip,ok,840276,f0b3c618040a6b6bcd61d7a70d2c2355e8b1c55875e9cdbfc6ea702edd5e2daf,completed,1,7602,0.3,55300,completed,0,80,9,4.28,447380,2.306722914
2196,mdb-3459,Port Said Transit,EG,https://files.mobilitydatabase.org/mdb-3459/latest.zip,ok,215390,1a28083248c422471ee2dd2f2857399739f10c0ba3c94033a04c7586bf0ba052,completed,1,789,0.01,10624,completed,0,8,4,2.05,273312,0.126249837
2197,mdb-3460,Monroe County Transportation Authority (MCTA),US,https://files.mobilitydatabase.org/mdb-3460/latest.zip,ok,194058,c5c272291888ee26c9f2e94c3a9959c6555220ee446456455ad4a105a5201db7,completed,1,197,0.04,11956,completed,0,385,5,2.55,328196,0.62507124
2198,mdb-347,Central Florida Regional Transit Authority (LYNX),US,https://files.mobilitydatabase.org/mdb-347/latest.zip,ok,4640616,cbca5a8b07e49b21ede1491e841543b4d78c65a709161d26664d3b9d4e6bc9d6,completed,1,19710,1.18,183476,completed,0,3832,6,6.09,1560784,4.048214538
2199,mdb-348,Sarasota County Area Transit (SCAT),US,https://files.mobilitydatabase.org/mdb-348/latest.zip,ok,532250,48aa18ddf4f13772b556f73dc9035849a0415212e200428a056a01016dc81016,completed,1,741,0.13,24336,completed,0,783,11,3.34,391280,1.375882414
2200,mdb-349,Votran,US,https://files.mobilitydatabase.org/mdb-349/latest.zip,ok,1601746,e5fca0a56e84cfdb2c955e82fe92cc0163d450bb41f365d58899bfec94e5de7c,completed,1,7397,0.26,53900,completed,0,11912,12,4.85,495248,1.973143268
2201,mdb-35,Palos Verdes Peninsula Transit Authority (PVPTA),US,https://files.mobilitydatabase.org/mdb-35/latest.zip,ok,198664,a04579eda97b4e433ba41524cf513aeae931e4286a98505de2e80aa8c0e74db1,completed,1,604,0.04,12680,completed,0,816,6,2.96,322940,0.7059517
2202,mdb-350,Sunshine Bus Company,US,https://files.mobilitydatabase.org/mdb-350/latest.zip,ok,175675,b6e73ae58f508e45d77015e9a28bbf4da20335e3e947a580a2dcb004b8212065,completed,1,294,0.02,10208,completed,0,187,9,2.1,314472,0.437146991
2203,mdb-351,Chatham Area Transit (CAT),DZ,https://files.mobilitydatabase.org/mdb-351/latest.zip,ok,1182134,6178ecd68a63706aafc3e780369c46d846b9be3b54bc5920c3f908e9559a3318,completed,1,130403,1.03,335920,completed,0,4817,11,3.85,556844,1.473717015
2204,mdb-352,Charleston Area Regional Transportation Authority (CARTA),US,https://files.mobilitydatabase.org/mdb-352/latest.zip,ok,2292996,78e04290873b27e9b2f9454f33111a2dd3d23af8a7ad54586123538e892306be,completed,1,399,0.25,35660,completed,0,109,9,3.6,438840,1.755154115
2205,mdb-353,Huntsville Shuttle,US,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/huntsville-shuttle/585/20211209/gtfs.zip,ok,289384,baa36b9d4c079eec89ad6534e3ce346a28e24b3012da73cfd7cc2a721e6829e7,completed,1,1795,0.08,23340,completed,0,37,4,3.01,339132,1.173812538
2206,mdb-354,Cobb Community Transit (CCT),US,https://files.mobilitydatabase.org/mdb-354/latest.zip,ok,1446569,38aa611727c11f4ed93ecffa2ba78b4e3066ba41a34014f67f8504b214aec456,completed,1,808,0.02,12512,completed,0,8,4,1.45,271392,0.088611636
2207,mdb-355,Georgia Tech Trolley & Stinger Shuttles,US,https://files.mobilitydatabase.org/mdb-355/latest.zip,ok,526563,afa6b08bfbed891aae45d490462f41f69d60f4c9e655d6c7682792691dadd411,completed,1,147,0.0,8624,completed,0,21,9,2.19,331060,0.349467729
2208,mdb-356,Atlanta Streetcar,US,https://files.mobilitydatabase.org/mdb-356/latest.zip,ok,281213,2fe641205a73b280b814beb36b58a7f5e7beb931b5b22a399b1bb5f731741816,completed,1,66,0.01,9372,completed,0,11,7,2.48,313580,0.501333207
2209,mdb-357,Atlantic Regional Commission,US,https://files.mobilitydatabase.org/mdb-357/latest.zip,ok,231979,b06f38177bb7e514dc5a82944ac9dd8bbca36d01f248283f6dedf296b2c296b8,completed,1,56,0.0,7616,partial_internal,0,10,6,2.02,316704,0.238345217
2210,mdb-358,Cherokee Area Transportation System (CATS),US,https://files.mobilitydatabase.org/mdb-358/latest.zip,ok,243422,6037e99d88305d793a7e026d2633cd5edbdee8e84c03da238d2558571210af3a,completed,1,40,0.0,7700,completed,0,9,5,2.07,316020,0.344220163
2211,mdb-36,Lawndale Beat,US,https://files.mobilitydatabase.org/mdb-36/latest.zip,ok,22229,3e0dfe55eb032521eaf684af922a4ccbf86387700f331fe0b5ce661f6190d24d,completed,1,71,0.01,8332,completed,0,0,0,2.04,328144,0.35270333
2212,mdb-360,Nashville MTA WeGo Public Transit,US,https://files.mobilitydatabase.org/mdb-360/latest.zip,ok,2662089,d3c5325bfc95b2e4dd3ab359511a3cc873627310a9f0922c97affb764853a81a,completed,1,10584,0.54,80432,completed,0,5343,8,5.34,820012,2.991706453
2213,mdb-361,Franklin Transit Authority,US,https://files.mobilitydatabase.org/mdb-361/latest.zip,ok,60606,4c47fde5f453dcec51683834ffa4f04095c1184d87223e9854e0d1fbbbdc225d,completed,1,189,0.01,9476,completed,0,0,0,2.01,325400,0.468184455
2214,mdb-362,Blue Grass Community Action Partnership,US,https://files.mobilitydatabase.org/mdb-362/latest.zip,ok,151438,b3d1af5a0fd131cbdb91dfa0eb6ae683023e1c984fa0d089ffc73d7a69e3e8f1,completed,1,136,0.02,10328,completed,0,4,2,2.43,318724,0.570179835
2215,mdb-363,Bloomington Transit,US,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/bloomington-transit/377/20220701/gtfs.zip,ok,271721,54d39eee5db5e7dfa118a06f5ba8d1f50924b79db63ddda02eb1ce677f35030e,completed,1,857,0.08,16736,completed,0,55,11,2.97,409552,0.989674907
2216,mdb-364,Transit Authority of River City (TARC),US,https://files.mobilitydatabase.org/mdb-364/latest.zip,ok,2365073,9b41e408010bf860d12feed8ce668762503ce1bfcdc919f0469dbc689acba4e1,completed,1,4126,0.46,69588,completed,0,1396,11,5.42,660028,3.033805636
2217,mdb-366,Southwest Ohio Regional Transit Authority (SORTA Metro),US,https://files.mobilitydatabase.org/mdb-366/latest.zip,ok,4722361,0e2e491b518fdcfc5ce5310bc51758fd69f4abf8a8cd400d903675eafef44402,completed,1,9061,1.1,150428,completed,0,11905,9,7.48,803984,4.504599598
2218,mdb-367,Transit Authority of Northern Kentucky (TANK),US,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/transit-authority-of-northern-kentucky/302/20220325/gtfs.zip,ok,802698,28565b407f1f91cc0a4b7c70d5258292d617954f2384e1aae883cc32de0a8798,completed,1,1224,0.15,23752,completed,0,182,10,3.35,447484,1.267517374
2219,mdb-368,Metropolitan Atlanta Rapid Transit Authority (MARTA),US,https://files.mobilitydatabase.org/mdb-368/latest.zip,ok,20929159,2b08551202fdd39ac672d07839fcfc9b702f776a7e31c56b64881191f67c5625,completed,1,27726,3.51,440736,completed,0,13863,10,11.19,3300352,9.016893271
2220,mdb-369,Gwinnett County Transit,US,https://files.mobilitydatabase.org/mdb-369/latest.zip,ok,1135304,bdccdc27c111842c644d352338c31757cb13742cd5c160246ad227b77e7f586e,completed,1,1788,0.18,31540,completed,0,65,11,3.06,458728,1.334700062
2221,mdb-37,Big Blue Bus,US,https://files.mobilitydatabase.org/mdb-37/latest.zip,ok,1043108,715a2c0b0781569d431ef449ad88fe352e887e57271f28219b222267b5999adf,completed,1,1898,0.2,34392,completed,0,970,8,3.98,452692,1.863051225
2222,mdb-370,Emory University Cliff Shuttles,US,https://files.mobilitydatabase.org/mdb-370/latest.zip,ok,237782,23bc130a94d1784f3b4aea68d91f1ae09c7fd14c7ab4f04779948432172017ab,completed,1,133,0.0,8208,completed,0,13,6,2.09,305960,0.288205268
2223,mdb-371,Buc Shuttle,US,https://files.mobilitydatabase.org/mdb-371/latest.zip,ok,243947,c49728681e2460f38515b538a086082badc8b177f5203f0569503cede11d692a,completed,1,109,0.0,8204,completed,0,11,6,2.09,312272,0.333916852
2224,mdb-372,Concord Kannapolis Area Transit (Rider Transit),US,https://files.mobilitydatabase.org/mdb-372/latest.zip,ok,227660,7a16e135fb2fab1889a7f75a6184416cbba5fee3511724f6fb6adc1c7d45e999,completed,1,509,0.04,11960,completed,0,59,9,2.72,323800,0.702609843
2225,mdb-373,Piedmont Authority for Regional Transportation (PART),US,https://files.mobilitydatabase.org/mdb-373/latest.zip,ok,312299,ebadc0f2485bdad5360bba405255aa4796daef0ce49bdf9035b9bbafb3030202,completed,1,80,0.05,13324,completed,0,18,5,2.62,335736,0.75236849
2226,mdb-374,GoTriangle,US,https://files.mobilitydatabase.org/mdb-374/latest.zip,ok,853931,167df008cc41efeb0a7a4d44bfd12011218603cf88f8b61b8421126dd46a50a0,completed,1,2510,0.16,25844,completed,0,178,8,3.43,343188,1.397832104
2227,mdb-375,GoCary,US,https://files.mobilitydatabase.org/mdb-375/latest.zip,ok,317069,817a13d1c06698fe2ee51dce4b4bdb9e8263bd67ebaf22fe99114eee9f8cbbd5,completed,1,1554,0.09,17072,completed,0,78,7,2.8,324880,0.931418628
2228,mdb-376,Chapel Hill Transit (CHT),US,https://files.mobilitydatabase.org/mdb-376/latest.zip,ok,573900,5f25c683a8b332ef20340cb4de31ee6d12d07c150325a04db9d763afb705c0b6,completed,1,1708,0.17,20380,completed,0,141,8,3.24,435984,1.208739987
2229,mdb-377,GoDurham,US,https://files.mobilitydatabase.org/mdb-377/latest.zip,ok,1385902,4383b44abfb024c89877d6abbb4fc68cb89351b0989dd39fd593f8a51fcc3f47,completed,1,4116,0.28,46656,completed,0,318,10,4.25,507308,2.165401996
2230,mdb-378,Duke University,US,https://files.mobilitydatabase.org/mdb-378/latest.zip,ok,304782,6d0d75181fa18f7faa3ed63161f558e36a1278f49b9190bc965dcbb9674fa570,completed,1,2423,0.09,20336,completed,0,231,8,2.91,328584,0.995337008
2231,mdb-379,Pulaski Area Transit (PAT),US,https://files.mobilitydatabase.org/mdb-379/latest.zip,not_zip,106711,86a6f6c2b0e15f83af981e22b0bedf461807e6e61c1ea768fec19c66af75e38d,not_run,,,,,not_run,,,,,,
2232,mdb-38,Culver City Bus,US,https://files.mobilitydatabase.org/mdb-38/latest.zip,ok,1844113,b7c46c977165e86fb5348ca4c19ccbe75aa784c793c78c536feb2c94f7175a58,completed,1,2213,0.38,73836,completed,0,40,9,3.57,704036,2.138442899
2233,mdb-380,Radford Transit,US,https://files.mobilitydatabase.org/mdb-380/latest.zip,ok,76408,732a37f27eefeb295dfb9504264ea60de60684c7bc6495b9bfdd795ce2e07d94,completed,1,789,0.02,11744,completed,0,77,8,2.4,323204,0.603118931
2234,mdb-381,Greater Lynchburg Transit Co.,US,https://files.mobilitydatabase.org/mdb-381/latest.zip,ok,544407,84475902733140ebbbb3935884250a06b6fb1642c8afd6389916100c5825ade3,completed,1,394,0.1,17960,completed,0,121,5,3.02,409752,1.101310929
2235,mdb-382,Harrisonburg Department of Public Transportation (HDPT),US,https://files.mobilitydatabase.org/mdb-382/latest.zip,ok,891399,fdd02675fd8bfadca4b92817bc43b1bdda9da35ac7c4eb568603d330b59a59f6,completed,1,864,0.29,52512,completed,0,144,14,4.2,514328,2.278332519
2236,mdb-383,DowneyLINK,US,https://files.mobilitydatabase.org/mdb-383/latest.zip,ok,88660,e8189809e75f80f5176e679cbb067e1ad1e86e3028a93747e3043e06cf30d996,completed,1,140,0.01,9024,completed,0,66,6,2.36,317944,0.470439894
2237,mdb-384,"Indian Trails, Detroit Ann Arbor Express",US,https://files.mobilitydatabase.org/mdb-384/latest.zip,ok,1627352,2782eecd5cd386ca077f6ff6eb03a711d0e650daebe6d3e340305ec03e3a7891,completed,1,278,0.14,20708,completed,0,60,7,3.01,394272,1.05142332
2238,mdb-385,Springfield Mass Transit District (SMTD),US,https://files.mobilitydatabase.org/mdb-385/latest.zip,ok,1304602,7ea15c99b35dd83a910c4cb3dc315d1beb0c954c4b41be83ee61fff28a08062e,completed,1,1858,0.2,52524,completed,0,61224,8,4.23,846360,1.652334226
2239,mdb-386,Greater Peoria Mass Transit (CityLink),US,https://files.mobilitydatabase.org/mdb-386/latest.zip,ok,927853,6058fa0b9a08980e0e93041b9c5ad0a193a58e3af9e9be96bce685973de81dae,completed,1,3045,0.2,30428,completed,0,781,11,2.69,456484,0.972779472
2240,mdb-387,Terre Haute Transit Utility,US,https://files.mobilitydatabase.org/mdb-387/latest.zip,ok,66928,f23e1faafe455b14abeda8e0cef67ea97878169395f75ac78cefe804fc39affc,completed,1,305,0.01,9260,completed,0,60,8,2.22,315952,0.47256461
2241,mdb-388,Champaign Urbana Mass Transit District (MTD),US,https://files.mobilitydatabase.org/mdb-388/latest.zip,ok,2582865,78769bc37d19a19c13faf1b66ca87c79b72e2c92e9ca5f1b76d974cc680bc799,completed,1,4954,0.44,77332,completed,0,1310,11,4.01,721764,2.280487713
2242,mdb-389,Chicago Transit Authority (CTA),US,https://files.mobilitydatabase.org/mdb-389/latest.zip,ok,99567748,31300c36442ef36ccd06def27a6c7d07582d4cbc688cae984cb86f8ef3218bed,completed,1,77763,13.24,1372684,completed,0,168403,11,33.71,4950948,28.576903639
2243,mdb-39,Spirit Bus,US,https://files.mobilitydatabase.org/mdb-39/latest.zip,ok,77712,234d6cb1accfa35ee786b3229801c720da1aacb36c610534e49793ca584cd5fb,completed,1,184,0.01,9556,completed,0,48,6,2.53,317612,0.536028312
2244,mdb-390,Pace Bus,US,https://files.mobilitydatabase.org/mdb-390/latest.zip,ok,9566135,c211ff7a25064c7947de489fe9fcd6d5f96b33d904d77eaf5f81760572e6dfbd,completed,1,8898,2.15,235156,completed,0,75,7,13.9,2289560,7.510376542
2245,mdb-391,CityBus of Greater Lafayette Indiana (CityBus),US,https://files.mobilitydatabase.org/mdb-391/latest.zip,ok,763668,6bbb0c922b423a5a77871406915bafae0f66ab89d31241edb16219cc541fb035,completed,1,171,0.12,21616,completed,0,2,2,2.52,416860,0.870956071
2246,mdb-392,Beloit Transit,US,https://files.mobilitydatabase.org/mdb-392/latest.zip,ok,5878,2f047947b9b64e479c96d384f0d68819294658c727b61ca7e1fc363d2889241c,completed,1,101,0.0,7512,completed,0,48,3,1.61,320164,0.168426365
2247,mdb-393,Janesville Transit System,US,https://files.mobilitydatabase.org/mdb-393/latest.zip,ok,174410,b77bdcd03cf95098988308a96c31e6e7f1d4e9127b6c0b663b014eb5ef72828c,completed,1,298,0.03,11224,completed,0,107,4,1.94,323504,0.5243124
2248,mdb-394,Metro Transit - City of Madison,US,https://files.mobilitydatabase.org/mdb-394/latest.zip,ok,7335457,e3b5c89e9add6123b403cc86e0be7539ab142f9f5849c6381739198eab2df8a5,completed,1,14622,1.14,198852,completed,0,8120,5,5.95,1314912,3.935727589
2249,mdb-395,Ryde Racine,US,https://files.mobilitydatabase.org/mdb-395/latest.zip,ok,657234,33309c5d775672f3d104c712415b880cdd8a3d8f76831bb868fcbd77e0678042,completed,1,747,0.11,19036,completed,0,61,10,2.85,405088,0.988553181
2250,mdb-396,Waukesha Metro Transit,US,https://files.mobilitydatabase.org/mdb-396/latest.zip,ok,390774,9d45b36319c36615bcd2f21c378c7265dbe990957c62aaf8ff302df95c2d10c6,completed,1,248,0.08,14960,completed,0,66,8,3.08,324192,1.106412135
2251,mdb-397,GO Transit,US,https://files.mobilitydatabase.org/mdb-397/latest.zip,ok,79348,10ac2e350001735d44fc1a3b00f4bd288591f4bea3cf3e71418906ee4357f941,completed,1,430,0.02,10988,completed,0,0,0,1.59,326076,0.367551229
2252,mdb-399,Shoreline Metro,US,https://files.mobilitydatabase.org/mdb-399/latest.zip,ok,246585,f251ef3b8747edc1b70b8cd0581c225ffaa115c11542cf16ee3977f61bc9ec7b,completed,1,566,0.06,16720,completed,0,156,4,2.78,323244,0.944914023
2253,mdb-40,Simi Valley Transit,US,https://files.mobilitydatabase.org/mdb-40/latest.zip,ok,94324,63049f6d399ce934106bbf848ac1ff6ac52125a5e4fad50735bf347c3f7b1213,completed,1,336,0.02,10524,completed,0,118,8,2.79,314804,0.634298911
2254,mdb-400,The Rapid,US,https://files.mobilitydatabase.org/mdb-400/latest.zip,ok,2774111,03c798849beb6b6fea902750aa80a9ebfb261665427df0398c42c49d46e93acd,completed,1,12898,0.49,94928,completed,0,10408,5,5.65,635956,2.663592394
2255,mdb-402,Capital Area Transportation Authority (CATA),US,https://files.mobilitydatabase.org/mdb-402/latest.zip,ok,2164607,556602b61a352b98628bfa3487939c86321c29828d1da614c68d938940df06ab,completed,1,9963,0.46,85660,completed,0,8156,9,5.54,669008,2.784707584
2256,mdb-403,Greater Dayton Regional Transit Authority (Greater Dayton RTA),US,https://files.mobilitydatabase.org/mdb-403/latest.zip,ok,6511199,b8f4e3a2030a44db629113e19eb8ecdbbc9718703383a684093d176876601dd1,completed,1,5420,0.97,121196,completed,0,2914,8,6.32,850060,3.994323131
2257,mdb-404,Central Ohio Transit Authority (COTA),US,https://files.mobilitydatabase.org/mdb-404/latest.zip,ok,3854370,b11634f117a35a27a1813ed1eeef2b29b9484c6afdda0757262026ed2c9b3bf0,completed,1,9161,0.73,102256,completed,0,8517,6,6.84,770124,3.890788028
2258,mdb-405,National Park Service,US,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/national-park-service/618/20180602/gtfs.zip,ok,12695,5113699793e904aabbc8822cd992abb81e45696714670e0a5da81a3bf79f4f5d,completed,1,46,0.0,7424,completed,0,8,5,2.17,316548,0.299974906
2259,mdb-406,Greater Cleveland Regional Transit Authority,US,https://files.mobilitydatabase.org/mdb-406/latest.zip,ok,13985071,b5e67b8f1c2207b3e0b236f33d62c35ac4ad21b3bbd7c42ba1d01d11e3372049,completed,1,23526,1.83,293156,completed,0,31564,9,9.88,2416152,7.008132218
2260,mdb-407,Mountain Line Transit Authority,US,https://files.mobilitydatabase.org/mdb-407/latest.zip,ok,981599,2151a3c4f07e3841bfddc9c27f1f53aaa3ca76add357a43940fd88bc4d13a53c,completed,1,172,0.15,27652,completed,0,45,8,2.8,420500,1.01214755
2261,mdb-408,Allegany County Transit,US,https://files.mobilitydatabase.org/mdb-408/latest.zip,ok,321185,6716359de47c852716d59509f276abaa95e7d51e8558cade12cdf2c9a74673d5,completed,1,2106,0.07,17036,completed,0,3526,12,3.18,333556,0.81921136
2262,mdb-409,Port Authority of Allegheny County,US,https://files.mobilitydatabase.org/mdb-409/latest.zip,ok,22512403,7da2f0604a782a2ce53034ec96d0fd5bbb5c5c1e04a6f6fc3e804e1b92b0787e,completed,1,48162,3.42,456384,completed,0,42683,8,12.44,2019512,8.571000743
2263,mdb-41,Pasadena Transit,US,https://files.mobilitydatabase.org/mdb-41/latest.zip,ok,318314,f0821e9c22c58cd6975364120df77b64a6c0b8387b9d54b89119e1b1f9f11f2c,completed,1,184,0.07,15160,completed,0,27,4,3.16,398988,0.987700411
2264,mdb-410,Laketran,US,https://files.mobilitydatabase.org/mdb-410/latest.zip,ok,868256,b79d2def09ce642c99c266181d125498071b9edbbd5414b3a772d330f7b9fa87,completed,1,1463,0.13,22040,completed,0,807,4,3.13,419180,1.236834797
2265,mdb-412,Erie Metropolitan Transit Authority,US,https://files.mobilitydatabase.org/mdb-412/latest.zip,ok,1172906,7a0b8231d16dd4b1e78c1938578dfabc158c7f043435948973d6b464470a6e87,completed,1,1369,0.19,27580,completed,0,125,9,3.49,463484,1.561026065
2266,mdb-413,Michigan Flyer,US,https://files.mobilitydatabase.org/mdb-413/latest.zip,ok,126706,ce9b77e9b8b630e678bf5f34fb11356cc477a72e799b359c555f9e8166573332,completed,1,225,0.01,9420,completed,0,50,6,2.33,319944,0.501413725
2267,mdb-414,Suburban Mobility Authority for Regional Transit (SMART),US,https://files.mobilitydatabase.org/mdb-414/latest.zip,ok,7909109,07271d1f30306a91bbaf832e592221663ff90a95e3d1d8cfbb389fd4200d413b,completed,1,1596,1.11,114692,completed,0,2,2,6.94,885704,5.044047598
2268,mdb-415,Ann Arbor Area Transportation Authority (TheRide),US,https://files.mobilitydatabase.org/mdb-415/latest.zip,ok,2451155,fb4265abccf81b64c8e5edbad98ef0e0b991738a9323819351d6dff5375535de,completed,1,767,0.39,54108,completed,0,4445,6,4.49,499444,2.156261564
2269,mdb-416,University of Michigan Transit Services,US,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/university-of-michigan-parking-transportation-services/316/20220128/gtfs.zip,ok,1477716,478a20c31e4a8e2c276271523a85a98dcbea13abdd0d3a8434c7fda402b835ff,completed,1,524,0.28,49368,completed,0,258,11,3.55,554764,1.925904698
2270,mdb-417,Detroit People Mover,US,https://files.mobilitydatabase.org/mdb-417/latest.zip,ok,4820,7181247c16cd7932bb3ac69214280a8641a0ad231121ee4ba62b1b0cd809c003,completed,1,148,0.0,7424,completed,0,8,4,1.88,272028,0.118812664
2271,mdb-418,Greater Attleboro Taunton Regional Transit Authority (GATRA),US,https://files.mobilitydatabase.org/mdb-418/latest.zip,ok,1190317,53d771f85fe543161e97b44ad286905d461b6f36945180ef67d76f38c7c69ca1,completed,1,270,0.19,25440,completed,0,42,8,2.96,394124,1.141195627
2272,mdb-419,Vineyard Fast Ferry,US,https://files.mobilitydatabase.org/mdb-419/latest.zip,ok,4834,018ef8539399076e251ecb404f5d5764597ec8887771a1fedfd24973fe2405ca,completed,1,73,0.0,7532,completed,0,17,4,1.94,328656,0.261067149
2273,mdb-42,Kings Area Rural Transit,US,https://files.mobilitydatabase.org/mdb-42/latest.zip,ok,344405,54429f675f63b5b80575f73e2b1e06ae288d37e8ad08087f92a939798a38d8b4,completed,1,317,0.04,12160,completed,0,131,10,2.52,322300,0.6709458
2274,mdb-420,Martha's Vineyard Transit Authority,US,https://files.mobilitydatabase.org/mdb-420/latest.zip,ok,203280,633659852f5252eec594a271eba25d7f851a424093e541a0ca18c54ad0dd1923,completed,1,243,0.03,10912,completed,0,93,5,2.55,311508,0.622547641
2275,mdb-421,Southeastern Regional Transit Authority (SRTA),US,https://files.mobilitydatabase.org/mdb-421/latest.zip,ok,1438330,2dfb02e185b4ccbc49a4275b62e67efa80774d7da33625f1f2f18a7682712457,completed,1,602,0.22,35592,completed,0,3,3,3.31,466428,1.596613215
